drink_name,drink_description,size,image_url,featured,category,price
Bombay Sapphire Gin ,"Bombay Sapphire is a world famous gin known for its distinctive blue bottle. Every drop contains 10 hand-selected botanicals from exotic locations around the world. The most versatile gin for cocktail creativity. Perfectly balanced, bright and fresh. A fresh, balanced taste with bright citrus notes. Each sip features notes of juniper, citrus coriander, peppers and spices. BOMBAY SAPPHIRE Gin goes well in a martini cocktail or Tom Collins",750 ml bottle,https://products0.imgix.drizly.com/mi-bombay-sapphire-e19fcc9320155903.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,Gin,$24.99 
Bombay Sapphire Gin ,"Bombay Sapphire is a world famous gin known for its distinctive blue bottle. Every drop contains 10 hand-selected botanicals from exotic locations around the world. The most versatile gin for cocktail creativity. Perfectly balanced, bright and fresh. A fresh, balanced taste with bright citrus notes. Each sip features notes of juniper, citrus coriander, peppers and spices. BOMBAY SAPPHIRE Gin goes well in a martini cocktail or Tom Collins",1.75L bottle,https://products3.imgix.drizly.com/mi-bombay-sapphire-dcbf74a44f0617af.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,TRUE,Gin,$54.99 
La Crema Monterey Pinot Noir,"Sourced from select vineyards in Monterey, California, La Crema’s Monterey Pinot Noir is an easy drinking and charming red wine with dark red fruit flavors and light touches of toasted oak. Crafted with boutique winemaking techniques and aged in oak barrels for a minimum of eight months, this medium-bodied red wine offers robust fruit flavors and subtle savory notes along with a supple mouthfeel. La Crema Monterey Pinot Noir is a silky, cool-climate Pinot Noir perfect for your next Wine Wednesday. The black plum, cherry and earth aromas open in this red wine to flavors of raspberry and mineral. Richly textured with juicy, balanced acidity and integrated toasted spice. Pair with pulled pork sandwiches, charcuterie, salmon and pork loin. This bottle features a convenient screw cap for fresh wine and easy pouring. This bottled pinot noir is 13.5% alcohol by volume. The black plum, cherry and earth aromas open in this red wine to flavors of raspberry and mineral. Richly textured with juicy, balanced acidity and integrated toasted spice.",750 ml bottle,https://products3.imgix.drizly.com/mi-la-crema-pinot-noir-monterey-d8b85141900b12b0.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,RedWine,$23.00 
Silver Palm Cabernet Sauvigon,"The Silver Palm California Cabernet Sauvignon is a luscious and smooth red wine with bright fruit flavors and rich, savory notes. This full-bodied California Cabernet red wine is aged in a mix of French and American oak barrels and offers concentrated flavors, firm tannins, and a silky texture. Silver Palm is sourced from select coastal vineyards in California chosen for their ability to produce a seductive expression of Cabernet Sauvignon. This dark ruby red wine has aromas of black currant, anise, tobacco, and chocolate. Flavors of blackberry, cherry, cocoa and toasty oak are complemented by soft tannins, and a silky, lingering finish. Pair with roasted duck, filet mignon, or grilled sausages. This bottled California cabernet sauvignon is 13.5% alcohol by volume. This dark ruby red wine has aromas of black currant, anise, tobacco, and chocolate. Flavors of blackberry, cherry, cocoa and toasty oak are complemented by soft tannins, and a silky, lingering finish",750 ml bottle,https://products2.imgix.drizly.com/mi-silver-palm-cabernet-sauvignon-d00edff8751a840b.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,RedWine,$21.00 
La Crema Monterey Chardonnay,"Sourced from select vineyards in Monterey, California, La Crema’s Monterey Chardonnay is a fresh and light white wine with bright citrus and exotic fruit notes. Crafted with boutique winemaking techniques and aged in a mix of oak barrels and stainless-steel tanks, this medium-bodied white wine offers freshness and spritzy acidity in every sip. La Crema Monterey Chardonnay is a classic cool-climate California chardonnay and a compelling option for your next gathering. This juicy white wine displays a wonderful array of fruits, with Meyer Lemon, passionfruit and grilled pineapple, which are complemented by a touch of spice and minerality on the palate. Pair with grilled salmon, fresh shrimp tacos and exotic cuisine such as Pad Thai. This bottle features a convenient screw cap for fresh wine and easy pouring. This bottled chardonnay is 13.5% alcohol by volume. This juicy white wine displays a wonderful array of fruits, with Meyer Lemon, passionfruit and grilled pineapple, which are complemented by a touch of spice and minerality on the palate",750 ml bottle,https://products3.imgix.drizly.com/mi-la-crema-monterey-chardonnay-5d4552dcc5c0cb02.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,WhiteWine,$18.99 
Michelob Ultr,"Michelob ULTRA is a superior light beer that is made for those living active and balanced lifestyles. This light lager is brewed with Herkules hops and wholesome grains, creating exceptional taste and a crisp, refreshing finish. Not only is this American beer made with no artificial colors or flavors, but it has just 95 calories and 2.6 grams of carbs per serving; by drinking Michelob ULTRA, you can enjoy a cold beer without compromising your active lifestyle. Enjoy these slim cans of beer during dinner, social gatherings or get-togethers that call for refreshing drinks. The handle on this 24 pack of beer cans makes it easy to transport with you anywhere.",6x 12oz bottles,https://products1.imgix.drizly.com/mi-michelob-ultra-745496ff78f517e0.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,Lager,$10.00 
Michelob Ultr,"Michelob ULTRA is a superior light beer that is made for those living active and balanced lifestyles. This light lager is brewed with Herkules hops and wholesome grains, creating exceptional taste and a crisp, refreshing finish. Not only is this American beer made with no artificial colors or flavors, but it has just 95 calories and 2.6 grams of carbs per serving; by drinking Michelob ULTRA, you can enjoy a cold beer without compromising your active lifestyle. Enjoy these slim cans of beer during dinner, social gatherings or get-togethers that call for refreshing drinks. The handle on this 24 pack of beer cans makes it easy to transport with you anywhere.",12x 12oz Cans,https://products2.imgix.drizly.com/mi-michelob-ultra-4fef1e83b8a4595c.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,TRUE,Lager,$19.99 
Corona Extra Lager Mexican beer,"Corona Extra Mexican Lager Beer is an even-keeled imported beer with aromas of fruity-honey and a touch of malt. Brewed in Mexico since 1925, this lager beer's flavor is refreshing, crisp, and well-balanced between hops and malt. Made from the finest-quality blend of filtered water, malted barley, hops, corn, and yeast, Corona Extra Beer has a refreshing, smooth taste that offers the perfect balance between heavier European import beer and lighter domestic beer. This Mexican lager style beer is a great summer beer; enjoy it with friends at your next barbecue, beach day, tailgate, or evening get-together. A smooth-drinking beer, Corona Extra cerveza contains 148 calories* and 4.6% alcohol by volume. *Per 12 fl. oz. serving of average analysis: Calories 148, Carbs 13.9 grams, Protein 1.2 grams, Fat 0 grams. Relax responsibly®. Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",12x 12oz Cans,https://products3.imgix.drizly.com/mi-corona-extra-c899c4c342087f0f.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,Lager,$18.76 
Corona Extra Lager Mexican beer,"Corona Extra Mexican Lager Beer is an even-keeled imported beer with aromas of fruity-honey and a touch of malt. Brewed in Mexico since 1925, this lager beer's flavor is refreshing, crisp, and well-balanced between hops and malt. Made from the finest-quality blend of filtered water, malted barley, hops, corn, and yeast, Corona Extra Beer has a refreshing, smooth taste that offers the perfect balance between heavier European import beer and lighter domestic beer. This Mexican lager style beer is a great summer beer; enjoy it with friends at your next barbecue, beach day, tailgate, or evening get-together. A smooth-drinking beer, Corona Extra cerveza contains 148 calories* and 4.6% alcohol by volume. *Per 12 fl. oz. serving of average analysis: Calories 148, Carbs 13.9 grams, Protein 1.2 grams, Fat 0 grams. Relax responsibly®. Corona Extra® Beer. Imported by Crown Imports, Chicago, IL",12x 12oz Bottles,https://products3.imgix.drizly.com/mi-corona-extra-ed31583db8d03ef5.jpeg?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,Lager,$22.99 
"Smirnoff Seltzer Red, White, and Berry","Red, White, & Berry - Enjoy the blend of tart cherry, citrus overtones and blue raspberry flavors with ZERO SUGAR, natural flavors, only 90 calories, and just 1g of carbs.",12x 12oz Cans,https://products3.imgix.drizly.com/mi-smirnoff-seltzer-red-white-and-berry-59efbbb8444d7e0d.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,TRUE,HardSeltzer,$20.99 
White Claw Hard Seltzer Variety Pack No. 2,"Passion Fruit, Lemon, Watermelon and Tangerine",12x 12oz Cans,https://products2.imgix.drizly.com/mi-white-claw-variety-no2-9c2703f0ca688498.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,HardSeltzer,$19.99 
White Claw Hard Seltzer Variety Pack No. 2,"Passion Fruit, Lemon, Watermelon and Tangerine",24x 12oz Cans,https://products2.imgix.drizly.com/mi-white-claw-variety-no2-9c2703f0ca688498.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,TRUE,HardSeltzer,$42.99 
White Claw Hard Seltzer Variety Pack No. 2,"Passion Fruit, Lemon, Watermelon and Tangerine",36x 12oz Cans,https://products2.imgix.drizly.com/mi-white-claw-variety-no2-9c2703f0ca688498.png?auto=format%2Ccompress&ch=Width%2CDPR&fm=jpg&q=20,FALSE,HardSeltzer,$63.99 
Ch√¢teau des Fleurs Merlot,"Ch√¢teau des Fleurs Merlot is a rich and velvety red wine from the Bordeaux region of France. With aromas of dark fruits and a hint of spice, this Merlot offers a smooth and elegant palate. It pairs wonderfully with hearty dishes and cheeses.",750 ml bottle,https://example.com/chateau-des-fleurs-merlot,FALSE,RedWine,$27.99 
Seaside Vineyards Chardonnay,"Seaside Vineyards Chardonnay is a delightful white wine from California. With flavors of ripe apple, pear, and a touch of vanilla, this Chardonnay has a creamy texture and a refreshing finish. Enjoy it with grilled seafood or poultry dishes.",750 ml bottle,https://example.com/seaside-vineyards-chardonnay,TRUE,WhiteWine,$14.99 
Grey Wolf Distillery Small Batch Bourbon,"Grey Wolf Distillery Small Batch Bourbon is a handcrafted bourbon whiskey from Kentucky. Aged to perfection, it offers a rich and full-bodied profile with notes of caramel, oak, and a hint of spice. Sip it neat or use it to elevate your favorite bourbon cocktails.",750 ml bottle,https://example.com/grey-wolf-small-batch-bourbon,FALSE,Whiskey,$39.95 
Bombay Sapphire East Gin,"Bombay Sapphire East Gin is a premium gin with an exotic twist. Infused with Thai lemongrass and Vietnamese black peppercorns, it has a unique flavor profile that complements classic gin cocktails. Enjoy it in a refreshing gin and tonic or a citrusy martini.",1L bottle,https://example.com/bombay-sapphire-east-gin,TRUE,Gin,$28.50 
Samuel Adams Boston Lager,"Samuel Adams Boston Lager is a classic American lager with a rich, amber color and a balanced, malty flavor. Brewed with traditional noble hops and hand-selected malt, it has a smooth and satisfying taste. Enjoy it with grilled meats or your favorite pub food.",12x 12oz Cans,https://example.com/samuel-adams-boston-lager,FALSE,Lager,$17.99 
Truly Lemonade Hard Seltzer,"Truly Lemonade Hard Seltzer is a refreshing and tangy beverage with the perfect blend of lemonade and seltzer. Crisp and bubbly, it's a guilt-free option with only 100 calories and 1g of sugar per serving. Enjoy the taste of summer all year round.",12x 12oz Cans,https://example.com/truly-lemonade-hard-seltzer,FALSE,HardSeltzer,$14.49 
Mount Olympus Vodka,"Mount Olympus Vodka is a smooth and clean vodka made from premium wheat. Distilled multiple times for purity, it has a subtle sweetness and a crisp finish. Enjoy it in your favorite vodka cocktails or simply on the rocks.",750 ml bottle,https://example.com/mount-olympus-vodka,TRUE,Vodka,$19.99 
Woodford Reserve Kentucky Straight Bourbon,"Woodford Reserve Kentucky Straight Bourbon is a highly regarded small-batch bourbon with a rich and full-bodied flavor. Aged in charred oak barrels, it offers notes of dried fruit, vanilla, and toasted oak. Savor it neat or in classic whiskey cocktails.",1.75L bottle,https://example.com/woodford-reserve-bourbon,FALSE,Whiskey,$59.99 
Bombay Sapphire English Estate Gin,"Bombay Sapphire English Estate Gin is a limited edition gin celebrating the essence of English summer. Infused with three new botanicals - pennyroyal mint, rosehip, and toasted hazelnut - it has a delicate and aromatic profile. Enjoy it in your favorite gin cocktails for a taste of the English countryside.",750 ml bottle,https://example.com/bombay-sapphire-english-estate-gin,FALSE,Gin,$33.75 
Budweiser American Lager,"Budweiser is an iconic American lager known for its crisp, clean, and refreshing taste. Brewed with the finest barley malt and hops, it has a smooth and balanced flavor. Enjoy it with friends at barbecues, sporting events, or any social gathering.",12x 12oz Bottles,https://example.com/budweiser-lager,FALSE,Lager,$12.49 
Robert Mondavi Private Selection Cabernet Sauvignon,"Robert Mondavi Private Selection Cabernet Sauvignon is a California red wine with rich flavors of blackberry, cherry, and a hint of vanilla. Aged in oak barrels, it offers a smooth and velvety texture. Pair it with grilled steaks or hearty pasta dishes.",750 ml bottle,https://example.com/robert-mondavi-cabernet,FALSE,RedWine,$18.95 
Kendall-Jackson Vintner's Reserve Chardonnay,"Kendall-Jackson Vintner's Reserve Chardonnay is a luscious and buttery white wine from California. With flavors of tropical fruits and vanilla, it has a creamy mouthfeel and a long, satisfying finish. Enjoy it with lobster, creamy pastas, or simply on its own.",750 ml bottle,https://example.com/kendall-jackson-chardonnay,TRUE,WhiteWine,$16.99 
Talisker 10 Year Old Single Malt Scotch Whisky,"Talisker 10 Year Old is a single malt Scotch whisky from the Isle of Skye in Scotland. With a peaty and maritime character, it offers flavors of smoke, brine, and a hint of sweetness. Enjoy this bold and distinctive whisky neat or with a drop of water.",750 ml bottle,https://example.com/talisker-10,FALSE,Whiskey,$49.99 
Aviation American Gin,"Aviation American Gin is a craft gin from Portland, Oregon, inspired by the spirit of flight. It has a unique blend of botanicals, including lavender and cardamom, which gives it a floral and spicy character. Mix it into classic gin cocktails or create your own signature drinks.",750 ml bottle,https://example.com/aviation-american-gin,TRUE,Gin,$26.80 
Corona Extra,"Corona Extra is a crisp and refreshing Mexican lager with a light and balanced taste. Garnished with a slice of lime, it's the perfect companion for sunny days and beach getaways. Enjoy this classic beer with Mexican cuisine or grilled seafood.",12x 12oz Bottles,https://example.com/corona-extra,FALSE,Lager,$15.95 
Smirnoff Raspberry Vodka,"Smirnoff Raspberry Vodka is a delightful flavored vodka with the essence of ripe raspberries. Made from premium grain, it's triple distilled for purity and smoothness. Enjoy it in fruity cocktails or mixed with soda for a refreshing spritzer.",750 ml bottle,https://example.com/smirnoff-raspberry-vodka,FALSE,Vodka,$13.50 
White Claw Black Cherry Hard Seltzer,"White Claw Black Cherry Hard Seltzer is a deliciously fruity seltzer with the taste of ripe black cherries. Light, bubbly, and gluten-free, it's a guilt-free option for a fun and flavorful drinking experience.",12x 12oz Cans,https://example.com/white-claw-black-cherry,FALSE,HardSeltzer,$14.99 
Patr√≥n Silver Tequila,Patr√≥n Silver Tequila is a premium tequila handcrafted in Mexico from 100% blue agave. It has a smooth and clean taste with hints of citrus and a peppery finish. Sip it neat or use it to craft top-shelf margaritas and cocktails.,750 ml bottle,https://example.com/patron-silver-tequila,TRUE,Vodka,$54.99 
Opus One Napa Valley Red Wine,"Opus One is a prestigious Napa Valley red wine and a collaboration between two renowned wineries. A blend of Cabernet Sauvignon and Merlot, it's a powerful and complex wine with flavors of black fruits, tobacco, and chocolate. Enjoy it on special occasions and pair it with rich and savory dishes.",750 ml bottle,https://example.com/opus-one-red-wine,FALSE,RedWine,$299.00 
C√Æroc French Vanilla Vodka,"C√Æroc French Vanilla Vodka is a luxurious and creamy vodka with the indulgent taste of French vanilla. Made from grapes, it's gluten-free and has a rich and smooth texture. Enjoy it in dessert-inspired cocktails or simply mixed with cola for a delightful treat.",750 ml bottle,https://example.com/ciroc-french-vanilla,FALSE,Vodka,$34.99 
Fetzer Sundial Chardonnay,"Fetzer Sundial Chardonnay is a bright and fruit-forward white wine from California. With flavors of tropical fruits and a hint of oak, it has a crisp and refreshing finish. This versatile Chardonnay pairs well with a variety of dishes, from salads to seafood.",1.5L bottle,https://example.com/fetzer-sundial-chardonnay,TRUE,WhiteWine,$13.95 
Glenlivet 18 Year Old Single Malt Scotch Whisky,"Glenlivet 18 Year Old is a premium single malt Scotch whisky with a rich and complex character. Aged in oak casks, it offers flavors of dried fruit, honey, and spice. Savor this well-balanced and elegant whisky neat or with a drop of water.",750 ml bottle,https://example.com/glenlivet-18,FALSE,Whiskey,$89.95 
The Botanist Islay Dry Gin,"The Botanist Islay Dry Gin is an artisanal gin from Scotland with a unique blend of 22 botanicals, including hand-foraged Islay herbs and berries. It has a complex and floral flavor profile that makes it perfect for crafting creative gin cocktails.",750 ml bottle,https://example.com/the-botanist-islay-gin,TRUE,Gin,$37.99 
Heineken Lager,"Heineken Lager is a classic Dutch beer known for its balanced and crisp taste. Brewed with high-quality ingredients, it has a distinctive green bottle and a smooth, refreshing flavor. Enjoy it at parties, concerts, or while watching your favorite sports.",12x 12oz Bottles,https://example.com/heineken-lager,FALSE,Lager,$16.25 
Michelob Ultra Organic Seltzer Mixed Pack,"Michelob Ultra Organic Seltzer Mixed Pack offers a variety of light and refreshing hard seltzer flavors. Made with real fruit flavors, it's USDA-certified organic and has only 80 calories per can. Enjoy the guilt-free pleasure of this organic seltzer variety pack.",12x 12oz Cans,https://example.com/michelob-ultra-seltzer,FALSE,HardSeltzer,$16.99 
Belvedere Vodka,"Belvedere Vodka is a premium Polish vodka made from 100% Dankowskie Gold rye. Distilled using traditional methods, it has a smooth and velvety texture with hints of vanilla and almond. Sip it neat or in sophisticated vodka cocktails.",750 ml bottle,https://example.com/belvedere-vodka,TRUE,Vodka,$29.99 
La Marca Prosecco,"La Marca Prosecco is an elegant and effervescent Italian sparkling wine. With flavors of green apple, honeysuckle, and a touch of sweetness, it's perfect for celebrating special moments or creating sparkling wine cocktails.",750 ml bottle,https://example.com/la-marca-prosecco,FALSE,WhiteWine,$14.95 
Jameson Irish Whiskey,"Jameson Irish Whiskey is a smooth and versatile whiskey from Ireland. Triple distilled and aged in oak barrels, it offers notes of vanilla, toasted wood, and a hint of sherry. Enjoy it neat, on the rocks, or in classic whiskey cocktails.",750 ml bottle,https://example.com/jameson-irish-whiskey,TRUE,Whiskey,$26.99 
